state_location,year,ie_ratio,abortion_per_1k_births,abortion_per_100k_pop,late_to_early,nonres_res_ratio,intrastate_score,interstate_score,within_between,pct_bachelors,total_population,prop_hisp,prop_nonwhite,hh_income,dem_2party
Arkansas,2014,1.081911262798635,217.57419957934096,282.46654411504437,0.16904892798240792,1.53371635923798,8.166666666666666,7.1761562496864935,high-high,24.01986269412784,2966369,0.07235107972069557,0.18458357675663417,44922,0.3784559464877038
Arkansas,2015,0.9861483467381591,192.46001131512625,251.29238964154237,0.2036386849664858,1.437785016286645,8.166666666666666,7.326176984498219,high-high,24.58444111428052,2978204,0.07390830178187928,0.1860503847285142,42798,0.3784559464877038
Arkansas,2016,0.8999271314063638,166.64053926947798,213.43610035043946,0.21753986332574032,1.3860830527497194,8.666666666666666,7.429853494690415,high-high,24.99580662671846,2988248,0.07570154819814152,0.186950346825297,45907,0.35714862310229534
Arkansas,2017,0.8172833831303149,171.455223880597,214.12791554978747,0.1738344777737622,1.2360097323600974,8.666666666666666,7.44760614089693,high-high,26.609566602371103,3004279,0.07764059196898823,0.18898311375208499,49751,0.35714862310229534
Arkansas,2018,0.7649106521234625,163.27192176778863,200.54249997926223,0.2036386849664858,1.1994177583697234,8.666666666666666,7.800461168529902,high-high,25.767611291533964,3013825,0.07934933182915398,0.18966263800983796,49781,0.35714862310229534
Arkansas,2019,0.8075,160.1301826933596,194.01525082477193,0.13699155794320797,1.2304761904761905,8.666666666666666,7.810924867292233,high-high,26.358601073349924,3017804,0.08096980453336267,0.18900962421681466,54539,0.35714862310229534
Colorado,2010,1.181835994905457,334.66958028784563,441.5616333107717,0.08976994615761136,1.1891758675078865,3.8333333333333335,5.299433956025298,low-med,37.77382951033252,5029196,0.21565713485813637,0.08801744851463333,60233,0.5455063469317343
Colorado,2011,1.2343817320120638,318.06932595496113,404.39368698693477,0.1117965367965368,1.2413344887348354,3.8333333333333335,5.347738925309094,low-med,38.49811064045433,5116796,0.2170829167314859,0.0914419883067451,58629,0.5455063469317343
Colorado,2012,1.1644736842105263,302.08477150352064,379.59881887168245,0.07618097139055223,1.1706349206349207,3.8333333333333335,5.742788596325037,low-med,38.59997248522775,5187582,0.21796686780083668,0.09245097234125643,57255,0.5274798831420252
Colorado,2013,1.1956403269754767,309.15132216530526,381.46545219799606,0.07966157565102736,1.2019283444724445,3.8333333333333335,5.800596173392809,low-med,39.084760387583515,5268367,0.21873020615306413,0.09447500525305086,64761.102040816324,0.5274798831420252
Colorado,2014,1.2093515286152545,316.7097068205985,389.2741155211874,0.09125,1.2139747265583518,3.8333333333333335,5.919932057894362,low-med,40.13667231762542,5355866,0.2196154646139392,0.09690104270719246,60940,0.5274798831420252
Colorado,2015,1.2181615598885793,298.3283519322329,364.01962110291186,0.08867048277351766,1.2243001119820829,3.8333333333333335,5.969882784079427,low-med,41.2157167679444,5456574,0.22079348690222106,0.09838242824160359,66596,0.5274798831420252
Colorado,2016,1.2266739100909956,245.5376578145407,295.20561605401633,0.09633632050606221,1.233205898416166,0.8333333333333333,6.064616537357641,low-high,40.90375399635816,5540545,0.22210991878957756,0.09872729126827773,70566,0.5268333337268244
Colorado,2017,1.21057960010124,270.3084713118573,310.3713577333528,0.0832824520698498,1.2206201352558377,0.8333333333333333,6.0132319614489225,low-med,43.08763738650281,5607154,0.22392964416529312,0.09866930710303301,74984,0.5268333337268244
Colorado,2019,1.2070506454816285,281.93545308498625,307.79323796055246,0.07541532209872116,1.2153480814898139,0.8333333333333333,6.252440319600502,low-high,45.07296551119681,5758736,0.22724465924466758,0.101734477843749,72499,0.5268333337268244
Connecticut,2016,1.0140260766495457,555.6295987782868,559.5210001420403,0.06918442005595007,1.0534633145202668,1.1666666666666665,2.538983408333418,low-low,43.72644112095252,3576452,0.1633199606761114,0.17246813322253451,75923,0.5714154751726364
Connecticut,2017,1.0231611893583725,542.9147383663156,532.9158147965657,0.08424101969872538,1.0528180354267311,1.1666666666666665,2.547197531489863,low-low,43.38308838716116,3588184,0.16686992640288234,0.17880521177286335,74304,0.5714154751726364
Connecticut,2019,1.0203247661038821,535.7872613696071,514.8253142033166,0.08554246440844379,1.0700349610916884,1.1666666666666665,3.104716804359122,low-low,44.611332655369814,3565287,0.17622592514992483,0.18116577992178473,87291,0.5714154751726364
Delaware,2011,1.1653977421895512,672.6481300524118,834.7158912400027,0.04502501389660923,1.4168528566868817,2.8333333333333335,3.8908132043802035,low-low,32.29716115806098,907135,0.08714689654792286,0.2648459159882487,54660,0.6263813864988855
Delaware,2012,1.1630663856691255,692.914814478817,832.849921272893,0.05309734513274336,1.36984176233323,4.5,3.9724955868082112,med-low,32.35166110546931,917092,0.08844805101342068,0.26823808298404084,48972,0.5944695491927816
Delaware,2013,1.0273240273240274,556.0890037854307,650.6083182374488,0.03861927546138073,1.3490639625585024,4.5,3.933994062266207,med-low,34.635790389215046,925749,0.08944541122917767,0.2710453913533798,52792.0612244898,0.5944695491927816
Delaware,2014,0.9952366775826139,529.6208530805687,621.0894663825039,0.041548295454545456,1.3545380875202593,4.5,3.9684677692279022,med-low,34.57926661626229,935614,0.0907692702332372,0.2741632767359189,57522,0.5944695491927816
Delaware,2015,0.9224213928886277,492.83539315780047,581.7530609957989,0.06465187452180567,1.327834179357022,4.5,3.9735615354651137,med-low,34.021245729795496,945934,0.09204764814458515,0.27838728706231086,57756,0.5944695491927816
Delaware,2016,0.7679769894534996,390.82969432314405,451.22969545146606,0.05701754385964912,1.2694136291600633,4.5,3.976868531751213,med-low,33.245649706026875,952065,0.09372049177314574,0.2796122113511157,58046,0.5599862144368122
Delaware,2017,0.6560429157462923,345.09442653155224,389.42178246229753,0.07215909090909091,1.2471505698860228,4.5,3.986878242959998,med-low,32.41458319293753,961939,0.09591564537876102,0.2832092263646655,64961,0.5599862144368122
Delaware,2018,0.5598845598845599,324.2632520478298,356.09008127828486,0.06465187452180567,1.2898936170212767,4.5,4.167267976225135,med-low,31.84771857484485,967171,0.09847999991728454,0.2831805337422234,65012,0.5599862144368122
Delaware,2019,0.6216438356164383,381.9352395379663,414.2687550576936,0.053746770025839795,1.2855524079320113,4.5,4.180356178317606,med-low,35.143136744831345,973764,0.10036415394284447,0.28432761942318674,74194,0.5599862144368122
Florida,2017,1.0705181013435585,616.205339176318,656.687825241608,0.04103769321160625,1.0774901629705567,5.666666666666667,6.420976322453562,med-high,31.09121781512484,20984400,0.26139470273155296,0.2073400240178418,53086,0.4938116452722452
Florida,2019,1.045971624557965,651.3940782356524,667.2397562182646,0.03721118066172441,1.057308564701829,5.666666666666667,6.684755448573752,med-high,32.32259614111456,21477737,0.26966574737366417,0.20792516455527876,58368,0.4938116452722452
Georgia,2010,1.1907427205836112,514.4796076059934,711.3487652788555,0.12934299895506793,1.2197777419874376,6.666666666666667,5.628155822160587,med-med,29.584859039732653,9687653,0.091401188708968,0.35036876320817845,44117,0.47371664489188214
Georgia,2011,1.1939087644633595,492.96497972192225,665.0188839566346,0.13210806329026464,1.2228162778818321,6.666666666666667,5.714477611537353,med-med,30.384039315782342,9815210,0.09189054538822909,0.35592554820528544,45973,0.47371664489188214
Georgia,2012,1.2250459493849852,479.1986490635554,629.3381666934646,0.13310456926133285,1.248028518958626,6.666666666666667,6.038665128860473,med-high,30.472056064544894,9919945,0.09243771008811037,0.3589314255270568,48121,0.46043350901943275
Georgia,2013,1.226639655609015,475.13747786373386,612.209543735608,0.11680320407791735,1.2436456996148908,6.666666666666667,5.94870180343324,med-med,30.80924840692581,9992167,0.09299624395789222,0.3619603235214143,47302.163265306124,0.46043350901943275
Georgia,2014,1.2582813791031322,456.75316542696993,592.3340427278741,0.12676321233778445,1.273539362146957,6.666666666666667,6.014329436196154,med-med,31.26968530114389,10097343,0.0938224045672213,0.36563985198878557,49555,0.46043350901943275
Georgia,2015,1.3053356027529046,470.29770783233386,604.9911599375811,0.12678052325581396,1.3301911692620942,6.666666666666667,6.126327293933096,med-high,32.156075937447945,10214860,0.09524594561256836,0.3691531748844331,50768,0.46043350901943275
Georgia,2016,1.2766398929049532,518.3709878346996,653.8077048827826,0.09875861172494475,1.303512848551121,6.666666666666667,6.333317359320067,med-high,32.80322300952031,10310371,0.09738941498807366,0.3707919918691578,53527,0.47338827400696787
Georgia,2017,1.2146249128283466,493.5431706165905,611.6088024032879,0.09924739681776006,1.344162287310279,7,6.381895568009259,med-high,33.283229203468736,10429379,0.09892429836905918,0.37450925889259556,57985,0.47338827400696787
Georgia,2018,1.2630597614684798,536.1728434200933,643.0929300178954,0.12678052325581396,1.3854019746121298,7,6.632036330945353,med-high,34.06396415608656,10519475,0.10088127021548128,0.3766906618438658,55821,0.47338827400696787
Georgia,2019,1.2944895574266622,582.4754097063409,693.275571671205,0.07456472369417108,1.4207583780050645,7,6.649197952906678,med-high,34.98085564232321,10617423,0.10253071767038009,0.3790113665057896,56628,0.47338827400696787
Idaho,2010,0.553584102200142,129.10595741012156,191.0585857709517,0.012064343163538873,1.0871080139372822,7.333333333333333,3.76398682294191,med-low,25.441440542697524,1567582,0.11709945636017766,0.037050055435696505,47050,0.3697541019497945
Idaho,2011,0.5544859453215248,126.0703878054248,177.41492821698628,0.007708479327259986,1.0495626822157433,7.333333333333333,3.7816164069657012,med-low,26.326230020382557,1584985,0.11861184806165358,0.040722782865452944,47459,0.3697541019497945
Idaho,2012,0.5893290218270008,123.54657492487915,177.78719180211164,0.01320361362056984,1.0572878897751994,7.666666666666667,4.012922323597987,high-low,25.85751392565085,1595728,0.12067156808679173,0.04085596041430617,47922,0.3357861315642467
Idaho,2013,0.6138392857142857,120.44855470669705,167.2315487030871,0.01177336276674025,1.040878122634368,7.666666666666667,3.851708247341887,high-low,27.360256425941103,1612136,0.12309631445485988,0.04191829969679972,50756.795918367345,0.3357861315642467
Idaho,2014,0.612494341330919,115.22993530337472,161.2761125359751,0.018867924528301886,1.054559625876851,7.333333333333333,3.8987128440557743,med-low,26.16035284877047,1634464,0.1245203320476927,0.044075611331910625,53438,0.3357861315642467
Idaho,2015,0.5952269536733739,108.86231217417969,150.1574084704489,0.03414634146341464,1.0486397361912614,7.333333333333333,3.91741404974003,med-low,27.474900269130192,1654930,0.12646395920069126,0.04552941816270173,51624,0.3357861315642467
Idaho,2016,0.5986994890849977,112.66791210746375,150.49253181553527,0.033707865168539325,1.0361736334405145,7.333333333333333,3.8432232842643113,med-low,29.32511269910564,1683140,0.12866368810675285,0.04481742457549576,56564,0.31689823319194416
Idaho,2017,0.5822383325781604,113.61074793742392,146.77249040882546,0.03640776699029126,1.040485829959514,7.333333333333333,3.7507455209544363,med-low,27.994537207886054,1716943,0.13044812786446608,0.04450409827233637,59497,0.31689823319194416
Idaho,2018,0.5520421607378129,115.21749287483064,140.5762600558201,0.03414634146341464,1.0397022332506203,7.333333333333333,3.919067569680173,med-low,29.2185296767467,1754208,0.1317124309089914,0.047124400299166314,58728,0.31689823319194416
Idaho,2019,0.6546949372565989,133.34541993382587,164.62747577732202,0.029512697323266987,1.058782365290413,7.333333333333333,3.929244905789584,med-low,30.06500424878468,1787065,0.1336274841709731,0.045418605366900455,65988,0.31689823319194416
Indiana,2010,0.8373716302952503,238.3726471289016,308.59979993220026,0.020653169193203785,1.0903677392394484,7.416666666666666,4.906876676695797,high-med,26.276656663078967,6483802,0.06247183365562366,0.11425348892517073,46139,0.5052195344537809
Indiana,2011,0.8228098888793177,217.3450735355611,279.1501877726939,0.016057091882247992,1.1055555555555556,7.416666666666666,4.940924106423579,high-med,26.952225656209293,6516922,0.06355346895359497,0.11682232808678694,44445,0.5052195344537809
Indiana,2012,0.8267962203601354,211.38572818916938,269.1158199963471,0.008827238335435058,1.115051695119019,8.5,5.408981393872856,high-med,27.59796288990149,6537334,0.06470619368690662,0.11837424858512657,46158,0.447996254026727
Indiana,2013,0.806314623338257,196.54159948015692,248.56556984109642,0.007515091782678329,1.1493617581260691,8.5,5.145234138494301,high-med,27.353136233444186,6570902,0.06605744538573242,0.12040995284970013,50216.877551020414,0.447996254026727
Indiana,2014,0.7245423099637223,192.78068506184587,245.70799267226582,0.004952333787297264,1.1268862354021782,8.5,5.373756790310957,high-med,28.811459088051972,6596855,0.06729252045103311,0.12213486578073951,48060,0.447996254026727
Indiana,2015,0.7282561661618348,189.21941932413137,240.22309235491747,0.002520478890989288,1.1239481768398558,9.5,5.33413933126726,high-med,28.954304402527796,6619680,0.06845225146834892,0.12478745196142416,51983,0.447996254026727
Indiana,2016,0.6345822743297532,174.59171270053315,218.70773533695572,0.0040011037527593815,1.143786020393084,9.5,5.369873049225303,high-med,30.14348797103783,6633053,0.07019995166629907,0.12515941000320663,56094,0.3988269047549193
Indiana,2017,0.6438197026022305,188.4751125714981,232.2997267962017,0.005169962517771746,1.1587677725118484,9.5,5.471832154242425,high-med,31.2687302599025,6666818,0.07179152033248845,0.1281849902007225,58767,0.3988269047549193
Indiana,2018,0.730640575347048,195.96795923866446,239.09581137014155,0.002520478890989288,1.2029464408646564,9.5,5.980862925240893,high-med,31.50282695817419,6691878,0.07376449480997711,0.12893376119528777,59892,0.3988269047549193
Indiana,2019,0.64196948246028,187.74657119182777,225.4977147950772,0.005265236277477952,1.1628437099301896,9.5,6.001256937688376,high-med,31.208167262331898,6732219,0.07545743832754104,0.1315486023256225,66693,0.3988269047549193
Iowa,2010,1.3243579121789562,278.13218316588757,353.5044339875031,0.05458472413116042,1.4614857142857143,3.833333333333333,5.534357644790571,low-med,30.726376515457467,3046355,0.05211047300790617,0.053047002072969196,49016,0.5484877778946735
Iowa,2011,1.2719198360282395,251.63552624692522,314.01142079391724,0.05843439911797133,1.3855122798313073,3.833333333333333,5.648492671439048,low-med,31.834091891343903,3062309,0.05357362695926505,0.055501257384542146,50219,0.5484877778946735
Iowa,2012,1.2518552875695732,239.91008216629632,302.0311718289004,0.0685121107266436,1.3887316696681244,3.833333333333333,5.985860368367937,low-med,32.75670492455708,3074186,0.05487468877940372,0.058065777412297126,53442,0.5295935192810017
Iowa,2013,1.298672012027061,226.27513173376988,286.239781310995,0.06933333333333333,1.414960414960415,3.833333333333333,5.872045389082606,low-med,32.34012595088661,3090416,0.05650857360303597,0.06093160273568343,56477.755102040814,0.5295935192810017
Iowa,2014,1.151194968553459,202.58522942021318,258.7600245371446,0.07576974564926373,1.3210161662817552,3.833333333333333,6.020491631582808,low-med,34.69101626118611,3107126,0.05779295722156102,0.06403441637062679,57810,0.5295935192810017
Iowa,2015,1.1675471698113207,202.0667646015906,255.38597758762367,0.06863270777479893,1.390770152831885,3.833333333333333,6.091147648968212,low-high,33.70153053140811,3123899,0.05928136601087295,0.0679202496623611,60855,0.5295935192810017
Iowa,2016,1.1624186550976139,188.9196254092328,237.47142064629614,0.06357388316151202,1.3579347481786506,3.833333333333333,6.015597906740709,low-med,35.05999645341162,3134693,0.06085380609839624,0.07041391294139487,59094,0.4493645215487965
Iowa,2017,1.041924592009004,170.12750455373407,207.83854588040668,0.047115384615384615,1.306172839506173,3.833333333333333,6.045537937508829,low-high,35.158591757728026,3145711,0.06238812147714777,0.07329726093719358,63467,0.4493645215487965
Iowa,2018,0.9245892018779343,150.80058224163028,180.5366990426612,0.06863270777479893,1.237141735374951,4.5,6.483352014205657,med-high,35.40800307027768,3156145,0.06390169019484213,0.07602027156546987,68718,0.4493645215487965
Iowa,2019,1.049146404552509,189.43398231028712,226.04886737853678,0.058474324725437815,1.318595578673602,4.5,6.495037574881935,med-high,36.00811882072853,3155070,0.06537350993797285,0.075210375681046715,66054,0.4493645215487965
Kansas,2010,2.623124075248362,408.201923786563,581.5742636652252,0.10093803672876206,2.966770260578532,6.333333333333333,6.393499826590152,med-high,34.084707361039904,2853118,0.10994638146757336,0.09832471001900378,46054,0.42387724181090564
Kansas,2011,2.5791805094130678,390.84809040916195,539.6278539083141,0.09612948627726953,3.0254611587425306,6.333333333333333,6.56197881737268,med-high,33.55769402930599,2871238,0.11151531151370941,0.10174182704464063,46147,0.42387724181090564
Kansas,2012,2.7198538367844094,367.3681862125381,513.5304176679413,0.09605766401882906,3.054719562243502,8.5,6.910949906162534,high-high,33.651814574769915,2885905,0.11357996884859342,0.1027209835389592,50003,0.38886673254746945
Kansas,2013,2.7769947143216713,379.3352043049512,509.0953321006497,0.08890845070422536,2.981891891891892,11.5,6.839662739080541,high-high,34.20875974408505,2893957,0.11549895178124624,0.10392414261856686,50363.0612244898,0.38886673254746945
Kansas,2014,2.833024609685102,365.7802819774112,494.03912712752424,0.09711246200607902,2.9404009887393574,11.5,6.978999515887816,high-high,35.30005801924487,2904021,0.11758764829868655,0.10594517050668706,53444,0.38886673254746945
Kansas,2015,2.8072587297222986,351.0752413546508,472.10490579023997,0.09754552652414886,2.887443438914027,11.5,7.099759167336903,high-high,35.343409874100104,2911641,0.1195968184264475,0.10716740147566273,54865,0.38886673254746945
Kansas,2016,2.8874856486796787,353.9536961606181,463.28383590348255,0.1111111111111111,2.9510120269873865,11.5,7.107741764247201,high-high,35.68347206453011,2907289,0.12180144457602943,0.10616247645142951,56810,0.38888529657393334
Kansas,2017,2.8901067205076436,366.6858347709412,459.6784962392594,0.08699855002416626,2.972411747256007,11.5,7.11565181656144,high-high,37.08544366601148,2913123,0.12337618425311941,0.10860440839607532,56900,0.38888529657393334
Kansas,2018,2.910924369747899,382.3943079341441,476.2485381271885,0.09754552652414886,2.9913644214162347,11.5,7.421195291424075,high-high,37.25659940090162,2911505,0.125506224444059,0.10799294522935732,63938,0.38888529657393334
Kansas,2019,2.803477780844604,386.43876253708146,469.4996831786755,0.07651467832604622,2.8846918489065607,11.5,7.4302420128048245,high-high,37.27933694557841,2913314,0.1271383723141412,0.10869648791719666,73151,0.38888529657393334
Kentucky,2010,0.5711681208490689,140.16563889287252,180.1875711365275,0.13162442396313365,1.2775997669676669,6.25,5.696495760158959,med-med,24.258266035540235,4339367,0.032271988057244294,0.0935170959266639,41104,0.4176657241229539
Kentucky,2011,0.5844190732034923,142.1527903196677,180.14096356534006,0.11811246114721673,1.2360795454545455,6.25,5.737732262492111,med-med,24.537509123342318,4369356,0.03299456487409128,0.09640642694255175,39856,0.4176657241229539
Kentucky,2012,0.5687808896210873,134.90440833602352,171.7188896485835,0.11143523920653442,1.2261023971589227,6.25,6.304035936425899,med-high,25.519046783228568,4380415,0.03401001959859968,0.096574411328607,41086,0.38457227606195094
Kentucky,2013,0.5904705358468161,129.18866501454585,163.6750206755178,0.12122146822948797,1.2369402985074627,7.25,6.167675539887564,med-high,26.470627234836265,4395295,0.0350543023847091,0.09740574864713292,42990.95918367347,0.38457227606195094
Kentucky,2014,0.5559186098321699,121.00765533202777,154.00625858595654,0.12594046450768728,1.2256057629338573,7.25,6.270055734101892,med-high,26.384594992610115,4413457,0.035496663952996485,0.10008571512082254,42786,0.38457227606195094
Kentucky,2015,0.5540091728609837,112.25456039734864,141.98574854488902,0.13532763532763534,1.2600719424460431,7.25,6.407377812830556,med-high,27.29125392199813,4425092,0.03624218434328597,0.10132286515173017,42387,0.38457227606195094
Kentucky,2016,0.5930418129588254,118.37905101985609,147.9386627012013,0.14880332986472425,1.3047752808988764,7.25,6.581402813902952,med-high,27.52219610539307,4436974,0.03726706534678815,0.10255795954630342,45369,0.34329370982490137
Kentucky,2017,0.5411585365853658,115.74006428988895,142.27056822240814,0.1318953323903819,1.2737710800143522,7.583333333333333,6.6334600303551845,high-high,28.07894130189201,4454189,0.038563024604479065,0.10451689409677045,49672,0.34329370982490137
Kentucky,2018,0.5510921032533985,117.24342568895813,141.48234648538786,0.13532763532763534,1.329403095062638,7.583333333333333,7.03374006660187,high-high,29.088970824688225,4468402,0.03982161855625344,0.10626438713437147,54555,0.34329370982490137
Kentucky,2019,0.6745562130177515,136.40731877367202,162.03065891348808,0.09536621823617339,1.3962264150943395,7.583333333333333,7.062522693367181,high-high,29.548910556049947,4467673,0.04087273173305209,0.10573580474667688,55662,0.34329370982490137
Louisiana,2010,1.2113858539390454,284.45470430753943,391.40842622224693,0.11160040261701057,1.4606850644848148,8.166666666666666,6.452466516175794,high-high,23.590197691854662,4533372,0.0446228546874159,0.34706946617220025,39300,0.40542825838414637
Louisiana,2011,1.1898719836864167,289.3937435367115,391.48944355600946,0.11316243857085935,1.4179829890643985,8.166666666666666,6.495155470992676,high-high,23.513261233957113,4574836,0.04604208762893358,0.34977865873224745,40658,0.40542825838414637
Louisiana,2012,1.1716385172186883,294.53082596341113,400.921968416041,0.11737601552079543,1.3754345307068365,8.166666666666666,6.700005182515055,high-high,24.723962553774598,4601893,0.04719818561622358,0.3509955576976692,39085,0.4125317438588602
Louisiana,2013,1.1107501476668635,315.7228524865113,431.3939988801138,0.08000869659745624,1.3012339983854226,8.5,6.687425558414029,high-high,25.380312357985662,4625470,0.04879850047670831,0.35209957042203277,41704.551020408166,0.4125317438588602
Louisiana,2014,1.1918740477399696,319.34818673736766,442.9771020604446,0.07638159277159066,1.3239309488886382,8.5,6.91921338565573,high-high,26.20687026676798,4649676,0.05004176635103177,0.3534087106284395,42406,0.4125317438588602
Louisiana,2015,1.197825599641336,288.8146911519199,400.0236365925283,0.07903899721448468,1.336376141052895,8.5,7.118836761924869,high-high,26.013155154097372,4670724,0.05132673221539102,0.35410398901754847,45922,0.4125317438588602
Louisiana,2016,1.1742691388920488,283.46892905758335,382.5347643338931,0.0710929027593686,1.3607962035328236,9.5,7.20828651006228,high-high,25.94363731616003,4681666,0.05259409791300789,0.35459577851132484,42196,0.3982832276219221
Louisiana,2017,1.1231851179673322,284.76842898816744,370.93861602068,0.06811754580105742,1.324859512978325,9.5,7.207419275955153,high-high,26.754088717824125,4684333,0.05332498778374637,0.3571648300836,43565,0.3982832276219221
Louisiana,2018,1.0843275802154524,270.55271324331125,346.1175138595075,0.07903899721448468,1.3831264775413712,9.5,7.613770918958463,high-high,26.89830507118669,4659978,0.05447536447596963,0.3561538273356656,49973,0.3982832276219221
Louisiana,2019,1.104784130688448,275.66549600447905,349.5100019488925,0.06321839080459771,1.3964601769911504,9.5,7.625532716736354,high-high,28.11315932219143,4648794,0.055573553054835294,0.3568516909977082,51707,0.3982832276219221
